funclit	cli/misc_coverage_test.go:570	-	-	context.Context _	
method	cli/mock_test.go:46	mockHookRegistry	Dispatch	context.Context ctx	yes
method	cli/mock_test.go:66	mockUpdateChecker	CheckLatest	context.Context ctx	yes
method	cli/mock_test.go:85	mockUpdateOrchestrator	Update	context.Context ctx	yes
method	cli/mock_test.go:97	mockHandler	Handle	context.Context _	
method	cli/run_audit_gate_integration_test.go:53	deterministicAuditor	Audit	context.Context _	
method	cli/team_run_audit_gate_test.go:23	mockTeamCreator	Create	context.Context _	
method	cli/update/merge/merge_test.go:621	mockDeployer	Deploy	context.Context ctx	no
method	cli/update/merge/merge_test.go:626	mockDeployer	ValidateAll	context.Context ctx	no
method	cli/update_clean_install_config_preserve_test.go:39	overwritingDeployer	Deploy	context.Context ctx	no
method	cli/update_clean_install_config_preserve_test.go:73	overwritingDeployer	ValidateAll	context.Context ctx	no
method	cli/update_clean_install_test.go:1069	gitignoreClobberingDeployer	Deploy	context.Context ctx	no
method	cli/update_clean_install_test.go:1076	gitignoreClobberingDeployer	ValidateAll	context.Context ctx	no
method	cli/update_clean_install_test.go:47	stubDeployer	Deploy	context.Context ctx	no
method	cli/update_clean_install_test.go:58	stubDeployer	ValidateAll	context.Context ctx	no
method	cli/update_mirror_notice_test.go:46	mirrorReportingDeployer	Deploy	context.Context ctx	yes
method	cli/update_mirror_notice_test.go:51	mirrorReportingDeployer	DeployWithResult	context.Context _	
method	cli/update_mirror_notice_test.go:58	mirrorReportingDeployer	ValidateAll	context.Context _	
method	cli/update_mirror_notice_test.go:69	plainDeployer	Deploy	context.Context _	
method	cli/update_mirror_notice_test.go:75	plainDeployer	ValidateAll	context.Context _	
funclit	cli/update_test.go:2336	-	-	context.Context ctx	no
funclit	cli/update_version_test.go:251	-	-	*http.Request r	yes
funclit	cli/update_version_test.go:263	-	-	*http.Request r	no
funclit	cli/update_version_test.go:274	-	-	context.Context ctx	yes
funclit	cli/update_version_test.go:508	-	-	*http.Request r	no
funclit	cli/update_version_test.go:514	-	-	context.Context ctx	yes
funclit	cli/update_version_test.go:559	-	-	*http.Request r	no
funclit	cli/web_session_worktree_test.go:53	-	-	context.Context ctx	no
method	config/sunset_notice_test.go:23	bufferHandler	Enabled	context.Context _	
method	config/sunset_notice_test.go:25	bufferHandler	Handle	context.Context _	
method	core/project/initializer_mirror_notice_test.go:33	mirrorResultDeployer	Deploy	context.Context ctx	yes
method	core/project/initializer_mirror_notice_test.go:38	mirrorResultDeployer	DeployWithResult	context.Context _	
method	core/project/initializer_mirror_notice_test.go:45	mirrorResultDeployer	ValidateAll	context.Context _	
method	core/project/initializer_test.go:26	mockDeployer	Deploy	context.Context _	
method	core/project/initializer_test.go:39	mockDeployer	ValidateAll	context.Context _	
method	core/project/initializer_test.go:49	capturingDeployer	Deploy	context.Context _	
method	core/project/initializer_test.go:56	capturingDeployer	ValidateAll	context.Context _	
method	core/project/initializer_test.go:780	trackingMockDeployer	Deploy	context.Context _	
method	core/project/initializer_test.go:812	trackingMockDeployer	ValidateAll	context.Context _	
method	core/quality/validators_test.go:20	mockLSPClient	CollectDiagnostics	context.Context ctx	yes
method	core/quality/validators_test.go:42	mockGitManager	LastCommitMessage	context.Context ctx	no
method	core/quality/validators_test.go:49	mockGitManager	DiagnosticHistory	context.Context ctx	no
method	core/quality/worktree_validator_test.go:16	mockGate	Validate	context.Context _	
method	core/quality/worktree_validator_test.go:20	mockGate	ValidatePrinciple	context.Context _	
funclit	github/gh_client_test.go:113	-	-	context.Context _	
funclit	github/gh_client_test.go:133	-	-	context.Context _	
funclit	github/gh_client_test.go:150	-	-	context.Context _	
funclit	github/gh_client_test.go:178	-	-	context.Context _	
funclit	github/gh_client_test.go:201	-	-	context.Context _	
funclit	github/gh_client_test.go:218	-	-	context.Context _	
funclit	github/gh_client_test.go:22	-	-	context.Context _	
funclit	github/gh_client_test.go:235	-	-	context.Context _	
funclit	github/gh_client_test.go:249	-	-	context.Context _	
funclit	github/gh_client_test.go:264	-	-	context.Context _	
funclit	github/gh_client_test.go:286	-	-	context.Context _	
funclit	github/gh_client_test.go:307	-	-	context.Context _	
funclit	github/gh_client_test.go:339	-	-	context.Context _	
funclit	github/gh_client_test.go:353	-	-	context.Context _	
funclit	github/gh_client_test.go:370	-	-	context.Context _	
funclit	github/gh_client_test.go:39	-	-	context.Context _	
funclit	github/gh_client_test.go:390	-	-	context.Context _	
funclit	github/gh_client_test.go:410	-	-	context.Context _	
funclit	github/gh_client_test.go:427	-	-	context.Context _	
funclit	github/gh_client_test.go:444	-	-	context.Context _	
funclit	github/gh_client_test.go:458	-	-	context.Context _	
funclit	github/gh_client_test.go:477	-	-	context.Context _	
funclit	github/gh_client_test.go:495	-	-	context.Context _	
funclit	github/gh_client_test.go:524	-	-	context.Context _	
funclit	github/gh_client_test.go:56	-	-	context.Context _	
funclit	github/gh_client_test.go:564	-	-	context.Context _	
funclit	github/gh_client_test.go:583	-	-	context.Context _	
funclit	github/gh_client_test.go:601	-	-	context.Context _	
funclit	github/gh_client_test.go:626	-	-	context.Context _	
funclit	github/gh_client_test.go:83	-	-	context.Context _	
method	github/gh_test.go:31	mockGHClient	PRCreate	context.Context _	
method	github/gh_test.go:35	mockGHClient	PRView	context.Context _	
method	github/gh_test.go:40	mockGHClient	PRMerge	context.Context _	
method	github/gh_test.go:48	mockGHClient	PRChecks	context.Context _	
method	github/gh_test.go:53	mockGHClient	Push	context.Context _	
method	github/gh_test.go:59	mockGHClient	IsAuthenticated	context.Context _	
funclit	github/integration_test.go:429	-	-	context.Context _	
funclit	github/integration_test.go:497	-	-	context.Context _	
funclit	github/issue_close_integration_test.go:150	-	-	context.Context _	
funclit	github/issue_close_integration_test.go:188	-	-	context.Context _	
funclit	github/issue_close_integration_test.go:259	-	-	context.Context _	
funclit	github/issue_close_integration_test.go:43	-	-	context.Context _	
funclit	github/issue_closer_test.go:130	-	-	context.Context _	
funclit	github/issue_closer_test.go:162	-	-	context.Context _	
funclit	github/issue_closer_test.go:196	-	-	context.Context c	yes
funclit	github/issue_closer_test.go:23	-	-	context.Context _	
funclit	github/issue_closer_test.go:248	-	-	context.Context _	
funclit	github/issue_closer_test.go:286	-	-	context.Context _	
funclit	github/issue_closer_test.go:311	-	-	context.Context _	
funclit	github/issue_closer_test.go:337	-	-	context.Context _	
funclit	github/issue_closer_test.go:351	-	-	context.Context _	
funclit	github/issue_closer_test.go:60	-	-	context.Context _	
funclit	github/issue_closer_test.go:96	-	-	context.Context _	
funclit	github/issue_parser_exec_test.go:101	-	-	context.Context _	
funclit	github/issue_parser_exec_test.go:115	-	-	context.Context _	
funclit	github/issue_parser_exec_test.go:129	-	-	context.Context _	
funclit	github/issue_parser_exec_test.go:144	-	-	context.Context _	
funclit	github/issue_parser_exec_test.go:171	-	-	context.Context _	
funclit	github/issue_parser_exec_test.go:29	-	-	context.Context _	
funclit	github/issue_parser_exec_test.go:56	-	-	context.Context _	
method	github/issue_parser_test.go:15	mockIssueParser	ParseIssue	context.Context ctx	yes
funclit	github/issue_parser_test.go:189	-	-	context.Context _	
method	github/pr_merger_test.go:18	mockPRReviewer	Review	context.Context _	
method	github/pr_reviewer_test.go:18	mockQualityGate	Validate	context.Context _	
method	github/pr_reviewer_test.go:22	mockQualityGate	ValidatePrinciple	context.Context _	
funclit	github/secret_test.go:120	-	-	context.Context ctx	no
funclit	github/secret_test.go:139	-	-	context.Context ctx	no
funclit	github/secret_test.go:157	-	-	context.Context ctx	no
method	github/secret_test.go:24	MockGHSecretExecutor	RunGH	context.Context ctx	yes
method	github/secret_test.go:31	MockGHSecretExecutor	RunGHOutput	context.Context ctx	yes
method	github/secret_test.go:38	MockGHSecretExecutor	RunGHWithStdin	context.Context ctx	yes
funclit	github/secret_test.go:50	-	-	context.Context ctx	no
funclit	github/secret_test.go:73	-	-	context.Context ctx	no
funclit	github/secret_test.go:92	-	-	context.Context ctx	no
method	goal/evaluate_bounds_test.go:20	scriptedReader	Run	context.Context _	
method	goal/evaluate_infinite_test.go:14	neverSatisfiedRunner	Run	context.Context _	
method	goal/evaluate_snapshot_test.go:16	countingRunner	Run	context.Context ctx	yes
method	goal/evaluate_snapshot_test.go:29	fakeSnapshotSource	Lookup	context.Context _	
method	goal/evaluate_test.go:19	fakeRunner	Run	context.Context _	
method	goal/evaluate_unsatisfiable_test.go:14	exit127Runner	Run	context.Context _	
method	guardliveness/evaluator_test.go:131	blockingProducer	Produce	context.Context _	
method	guardliveness/evaluator_test.go:23	countingProducer	Produce	context.Context _	
method	guardstate/axis_test.go:28	fakeQuerier	RunsForSubject	context.Context _	
method	guardstate/axis_test.go:36	fakeQuerier	AllRuns	context.Context (unnamed)	
funclit	guardstate/forge_query_test.go:23	-	-	context.Context _	
funclit	hook/auto_update_test.go:124	-	-	context.Context ctx	yes
funclit	hook/auto_update_test.go:160	-	-	context.Context ctx	yes
funclit	hook/auto_update_test.go:32	-	-	context.Context ctx	no
funclit	hook/auto_update_test.go:39	-	-	context.Context ctx	no
funclit	hook/auto_update_test.go:46	-	-	context.Context ctx	no
